Age,Household Size,Monthly Consumption (kWh),Peak Consumption (kWh),Avg Consumption (kWh),Consumption by Time of Day (Morning),Consumption by Time of Day (Evening),Engagement Rate,Location_Loc_2,Location_Loc_3,Location_Loc_4,Location_Loc_5,Marketing Interaction_True,Pricing Plan_Flat Rate,Incentive Participation_True,Target
-1.7306942420553517,0.6647257460034357,-1.3524158545892764,-0.4574100894358268,-1.3524158545892764,-1.70907584748604,0.5752178547262192,0.9465674780601301,0.0,0.0,1.0,0.0,1.0,1.0,0.0,10.571684028748846
-1.2570412386583245,-0.7609595001165335,-0.4456319665273543,-0.10832535626276561,-0.4456319665273543,0.8970353044594029,-0.6426346921421465,-1.2303355535686946,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.313063495328247
-0.37739994663527415,-0.04811687705654888,-0.2014978428183753,-0.10832535626276561,-0.2014978428183752,0.6601161088279991,0.05328104892549106,1.4355720110167391,1.0,0.0,0.0,0.0,1.0,1.0,1.0,20.992440118486325
0.9082296340137995,0.6647257460034357,0.30420855629308124,1.0262000265496831,0.30420855629308147,-0.2875606736976165,1.0971546605269473,0.594385045383293,0.0,0.0,0.0,1.0,1.0,0.0,0.0,19.012127431597456
-1.0540470943453129,-0.7609595001165335,1.0889253825005138,0.15348819361703026,1.088925382500514,-1.472156651854636,1.0971546605269473,-0.3853043165359198,1.0,0.0,0.0,0.0,1.0,0.0,0.0,15.272209592283172
-0.8510529500323013,-1.473802123176518,0.818634031251287,-1.5919354722482755,0.8186340312512878,-0.9983182605918282,-1.338550433209784,-0.005735247610086502,0.0,0.0,0.0,1.0,1.0,0.0,1.0,14.622483472144944
-1.1217118091163167,0.6647257460034357,-0.24509322205212156,-0.37013890614256145,-0.2450932220521213,0.4231969131965952,0.5752178547262192,0.27298002231826585,1.0,0.0,0.0,0.0,1.0,0.0,1.0,28.909257222683124
-0.7833882352612974,-0.04811687705654888,-0.6200134834623393,-1.0683083724886837,-0.6200134834623392,-0.5244798693290204,0.05328104892549106,-0.7941769851851741,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.334071632785506
1.5172120669528344,1.3775683690634202,-1.4919210681372643,1.0262000265496831,-1.4919210681372643,1.3708736957222107,1.0971546605269473,0.419263852779951,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.6016898371495
0.2992472010747646,0.6647257460034357,0.025198129197105214,-0.6319524560223574,0.025198129197105467,-0.9983182605918282,0.05328104892549106,0.21221541915477563,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.968018734838234
0.16391777153275686,-1.473802123176518,0.9145438655655288,-0.021054172969500327,0.9145438655655292,0.4231969131965952,-0.6426346921421465,0.9258649105910403,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.351144982418732
-1.595364812513344,0.6647257460034357,0.32164670798657974,1.288013576429479,0.3216467079865799,-0.9983182605918282,1.6190914663276756,-0.48153445588675736,0.0,0.0,0.0,1.0,0.0,0.0,1.0,29.86715231614565
0.23158248630376074,-0.04811687705654888,0.44371376984106925,-1.5046642889550101,0.443713769841069,-0.9983182605918282,-1.6865083037436028,1.3527007138733897,0.0,1.0,0.0,0.0,0.0,0.0,1.0,32.49404153945237
1.5848767817238383,0.6647257460034357,-1.4919210681372643,1.4625559430160096,-1.4919210681372643,1.6077928913536146,0.40123891945930984,1.749045192856261,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.638591035031215
-1.3247059534293284,0.6647257460034357,1.4638456439107315,1.5498271263092749,1.463845643910732,0.6601161088279991,-0.6426346921421465,-0.8915950293998105,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.797171282876704
-0.17440580232226252,-1.473802123176518,0.042636280890603714,-0.8064948226088879,0.04263628089060391,-1.235237456223232,0.923175725260038,-1.4365680807146648,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.106647743266922
-1.0540470943453129,0.6647257460034357,-0.48922734576110055,0.5898441100833567,-0.48922734576110044,0.4231969131965952,-0.6426346921421465,-1.071940516737099,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.145650450994712
0.0285883419907491,0.6647257460034357,1.5597554782249734,0.5898441100833567,1.5597554782249738,-0.9983182605918282,-1.5125293684766934,1.764225634393674,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.94596991499477
-1.3923706682003323,-0.04811687705654888,-1.5442355232177598,1.5498271263092749,-1.5442355232177598,0.6601161088279991,-0.2946768216083277,-0.9522831822846709,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.001905371817188
